rampant;Rampant;Beast
passant;Passant;Beast
sejant;Sejant;Beast
couchant;Couchant;Beast
courant;Courant;Beast
dormant;Dormant;Beast
salient;Salient;Beast
statant;Statant;Beast
displayed;Displayed;Bird
overt;Overt;Bird
rising;Rising;Bird
volant;Volant;Bird
recursant;Recursant;Bird
vigilant;Vigilant;Bird
vulning;Vulning;Bird
