gules;Colour;red
azure;Colour;blue
vert;Colour;green
purple;Colour;purple
sable;Colour;black
or;Metal;gold
argent;Metal;silver
ermine;Fur;ermine:white,black
ermines;Fur;ermine:black,white
erminois;Fur;ermine:tan,black
pean;Fur;ermine:black,tan
vair;Fur;vair:blue,white
countervair;Fur;countervair:white,blue
potent;Fur;potent:blue,white
counterpotent;Fur;counterpotent:white,blue
