cross;Cross;Honourable
chief;Chief;Honourable
pale;Pale;Honourable
bend;Bend;Honourable
bend sinister;BendSinister;Honourable
fess;Fess;Honourable
inescutcheon;Inescutcheon;Honourable
saltire;Saltire;Honourable
chevron;Chevron;Honourable
bordure;Bordure;Honourable
pallet;Pale;Dim;1
pallets;Pale;Dim;*
bendlet;Bend;Dim;1
bendlets;Bend;Dim;*
bar;Fess;Dim;1
bars;Fess;Dim;*
chevronel;Chevron;Dim;1
chevronels;Chevron;Dim;*
